ser_no,co_chg,dpt_code,dptname,cou_code,class,year,credit,forh,sel_code,cou_cname,cou_ename,tea_cname,clsrom_1,clsrom_2,daytime,mark,co_tp,co_gmark,clsrom_3,clsrom_4,clsrom_5,clsrom_6,co_select,tlec,tlab
18246,,9440,網媒所06。,944 M0020,51,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,劉長遠cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
54166,,9440,網媒所06。,944 M0020,53,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,傅立成cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
14935,,9440,網媒所05。,944 M0020,54,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,賴飛羆cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
47156,,9440,網媒所06。,944 M0020,55,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,曾宇鳳cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
40191,,9440,網媒所01。,944 M0020,58,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳彥仰cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
76804,,9440,網媒所04。,944 M0020,59,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,蔡欣穆cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
24352,,9440,網媒所02。,944 M0020,61,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,李允中cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
64392,,9440,網媒所02。,944 M0020,62,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,張智星cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
76347,,9440,網媒所07。,944 M0020,63,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,徐慰中cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
66630,,9440,網媒所00。,944 M0020,64,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,蕭旭君cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
24677,,9440,網媒所07。,944 M0020,65,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳偉鬆cia,,,,初選不開放。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)tronic Deviceted Circuit雙修生)al ,1,,,,,,2,1,0
80197,,9440,網媒所07。,944 M0020,66,"碩士班 1,2 年級 14人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,,,,,初選不開放。授課教師:陳縕儂老師。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)ceted Circuit雙修生)al Medicine修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,1,,,,,,2,1,0
88215,,9440,網媒所05。,944 M0020,67,"碩士班 1,2 年級:陳縕儂老",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,,,,,初選不開放。授課教師:塗冠驊老師。總人數限 14人限碩士班以上且限本系所學生(含輔系、雙修生)ceted Circuit雙修生)al Medicine修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,1,,,,,,2,1,0
24059,,9440,網媒所09。,944 M0030,,"碩士班 1,2 年級:塗冠驊老",1,半年班 ,必修班 ,"專題討論1,2 ",Seminar,李明穗ina,,,,限碩士班。專題討論演講時間主要為每星期五下午14:20開始。確定時間請見本所網頁公告。總人數限100人限碩士班以上且限本系所學生(含輔系、雙修生)ne修生)_x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000__x0000_,1,,,,,,1,0,3
61649,,9440,網媒所09專,944 D0010,,"博士班 1,2 年級講時間主要",0,半年班 ,必修班 ,"博士論文1,2 ",Thesis (Ph.D.),,,,,總人數限 20人Ph.D.,1,,,,,,1,0,0
71585,,9440,網媒所052,944 D0020,01,"博士班 1,2 年級.D.)要",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,吳家麟cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
33479,,9440,網媒所09。,944 D0020,02,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,歐陽明cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
42968,,9440,網媒所08。,944 D0020,04,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,洪一平cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
75034,,9440,網媒所04。,944 D0020,05,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,逄愛君cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
60960,,9440,網媒所00。,944 D0020,06,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,施吉昇cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
52477,,9440,網媒所07。,944 D0020,07,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳信希cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
17469,,9440,網媒所09。,944 D0020,08,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳文進cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
68705,,9440,網媒所05。,944 D0020,10,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,項  潔ia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
11399,,9440,網媒所09。,944 D0020,11,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,歐陽彥正ial ,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
18333,,9440,網媒所03。,944 D0020,12,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,傅楸善cia,,,,總人數限 15人限博士班且限本系所學生(含輔系、雙修生)系、雙修生)請見本所網頁公告。總人數限100人,1,,,,,,1,1,0
14760,,9440,網媒所001,944 D0020,13,"博士班 1,2 年級士班且限本",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,郭大維cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
68470,,9440,網媒所00。,944 D0020,14,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,趙坤茂cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
17284,,9440,網媒所04。,944 D0020,15,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,許永真cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
34642,,9440,網媒所02。,944 D0020,16,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,林智仁cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
78439,,9440,網媒所09。,944 D0020,17,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,林  風ia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
70700,,9440,網媒所00。,944 D0020,18,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,楊佳玲cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
23566,,9440,網媒所06。,944 D0020,19,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,周承復cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
43335,,9440,網媒所05。,944 D0020,20,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,朱浩華cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
39819,,9440,網媒所09。,944 D0020,26,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,李琳山cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
31244,,9440,網媒所04。,944 D0020,33,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,莊永裕cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
62805,,9440,網媒所05。,944 D0020,35,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,呂學一cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
57585,,9440,網媒所05。,944 D0020,36,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,洪士灝cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
72403,,9440,網媒所03。,944 D0020,37,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳炳宇cia,,,,總人數限 15人限博士班且限本系所學生(含輔系、雙修生)系、雙修生)請見本所網頁公告。總人數限100人,1,,,,,,1,1,0
26214,,9440,網媒所041,944 D0020,40,"博士班 1,2 年級士班且限本",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,薛智文cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
73696,,9440,網媒所06。,944 D0020,41,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,陳健輝cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
57772,,9440,網媒所02。,944 D0020,42,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,劉邦鋒cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
23168,,9440,網媒所08。,944 D0020,43,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,張瑞峰cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
62417,,9440,網媒所07。,944 D0020,44,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,鄭卜壬cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
62217,,9440,網媒所07。,944 D0020,45,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,林守德cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
15515,,9440,網媒所05。,944 D0020,46,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,李明穗cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
61497,,9440,網媒所07。,944 D0020,47,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,徐宏民cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
12355,,9440,網媒所05。,944 D0020,48,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,廖世偉cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
62525,,9440,網媒所05。,944 D0020,49,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,林軒田cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
17526,,9440,網媒所06。,944 D0020,50,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,呂育道cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
59607,,9440,網媒所07。,944 D0020,51,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,劉長遠cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
59547,,9440,網媒所07。,944 D0020,53,"博士班 1,2 年級 15人限",1,半年班 ,選修班 ,"專題研究1,2 ",Special Project,傅立成cia,,,,初選不開放。總人數限 15人限博士班且限本系所學生(含輔系、雙修生)請見本所網頁公告。總人數限100人限碩士班以上且限本系所學,1,,,,,,2,1,0
